q1,q2,q3,q4,q5,q6,q7
-90.0008,-89.9978,-60.003693,47.712303,-51.012028,86.899506,16.059795
-90.00115,-89.99195,-62.46607,49.37329,-51.23491,85.60766,38.538963
-90.00178,-89.99488,-63.196625,51.67746,-51.242393,88.51185,71.25557
-90.00139,-90.004814,-60.351425,50.04818,-52.078968,83.04226,99.332825
-90.0028,-90.01067,-65.010895,53.318005,-20.864029,-93.5558,-78.536385
-90.001274,-90.019325,-58.521755,50.339508,-24.327797,-99.21251,-62.23159
-90.004555,-90.00388,-55.90245,41.547256,-35.937084,5.2523384,-41.1803
-90.004326,-90.003624,-54.30749,41.5144,-28.920536,-90.15956,-4.6156006
-90.00321,-90.00604,-57.57934,41.272022,-37.365223,-90.83343,34.334126
-89.9982,-90.017975,-59.47087,43.613716,-38.365444,-81.81226,64.836685
-89.99826,-90.0165,-60.069927,46.180656,-38.46074,-90.62174,96.54531
-89.997826,-90.024765,-61.6805,45.627808,-39.0477,-58.75827,-96.40808
-90.00509,-90.01243,-61.424618,44.04931,-43.83508,-32.53774,-62.228752
-90.00384,-90.01424,-65.90648,47.60691,-41.26557,-62.67051,-34.607403
-90.00332,-90.0135,-64.18348,47.40037,-41.031918,-62.999577,-4.499681
-90.00281,-90.01887,-62.366646,44.892155,-45.46698,-66.87348,25.332312
-90.00399,-90.01308,-53.45314,46.65697,-40.783535,-74.92117,66.4108
-90.00105,-90.01849,-55.30278,44.229584,-41.615074,-65.11868,96.04568
-89.99995,-90.01625,-50.247505,41.56265,-45.094242,-27.56175,-85.63629
-90.00189,-90.0127,-51.963947,45.62074,-44.702194,-15.291996,-45.247803
-90.00223,-90.010124,-48.976994,46.98859,-40.277184,-21.3461,-19.546282
-90.00218,-90.00936,-47.333435,46.48676,-40.526787,-15.500579,-12.389457
-90.00231,-90.00879,-46.180054,45.118095,-42.839943,-8.247938,-10.452527
-90.00195,-90.00648,-39.75078,43.339577,-41.071274,-11.00665,21.856033
-90.00145,-90.01153,-43.506737,41.27093,-45.173347,-20.459137,92.321144
-90.00174,-90.006386,-40.14477,44.308083,-40.16405,0.39049292,5.758333
-90.002525,-90.008545,-42.643764,46.503963,-40.401527,-0.22007756,-13.950564
-90.00256,-90.00884,-42.71091,47.28459,-39.8212,-0.3586503,-15.811966
-90.00256,-90.00871,-42.069527,47.184273,-39.58747,0.7167636,-15.528641
-90.00258,-90.00882,-41.166542,46.322563,-39.670887,3.1183398,-10.616388
-90.00246,-90.005806,-38.39421,45.580063,-34.86518,0.5914281,69.23433
-90.00169,-90.0077,-40.821377,41.94662,-40.976337,-5.4402423,98.06754
-90.00111,-90.00676,-40.174416,42.31632,-42.605118,3.3543918,-39.11234
-90.002205,-90.00939,-47.63107,45.82473,-41.2272,-16.855173,-19.41552
-90.0018,-90.01208,-45.489788,45.430008,-42.928764,9.642692,-27.80664
-90.00074,-90.01598,-45.522552,45.04034,-41.032692,27.2198,-3.8088434
-89.99998,-90.02169,-48.200703,43.58821,-42.176994,25.304445,31.307169
-90.002266,-90.02467,-46.120594,43.759514,-40.278774,19.060389,65.42698
-90.00243,-90.01978,-43.806747,41.813545,-41.101494,30.36805,95.02563
-90.003075,-90.0228,-46.869404,41.560345,-38.95368,61.032253,-99.60107
-90.002525,-90.01315,-47.944977,41.717995,-41.16509,60.17857,-67.36593
-90.00244,-90.01386,-48.335896,42.78335,-42.527412,61.030773,-33.844032
-90.00298,-90.010925,-47.262867,41.820553,-42.480015,60.40755,4.3942347
-90.002045,-90.00993,-44.72375,41.041096,-37.603344,59.18391,31.442995
-90.00239,-90.0122,-46.70751,43.207737,-41.332672,64.964035,65.155914
-90.002,-90.01278,-43.411102,46.658222,-35.886074,57.910934,87.01965
-90.00034,-90.02114,-39.946278,45.42731,-34.356247,76.5935,-93.6812
-90.0018,-90.01841,-43.786373,46.96676,-24.071264,-53.487263,-60.294052
-90.001305,-90.00137,-45.678993,45.223877,-37.211124,77.62177,-12.274054
-90.00121,-89.99102,-48.261387,47.1875,-39.819077,85.370415,14.19611
-90.001205,-89.99153,-48.106052,47.390907,-37.308163,80.07901,36.46115
-90.00124,-90.000824,-46.907345,50.83209,-36.533554,87.693695,68.049065
-90.001045,-90.00725,-48.79161,52.675488,-40.496674,83.09794,100.264435
-90.00291,-90.01096,-49.955715,53.0225,-8.15061,-85.558655,-86.57624
-90.001495,-90.017914,-44.044617,48.96692,-11.956973,-99.07615,-64.088264
-90.00738,-89.988075,-43.974747,43.65277,-20.667202,-76.19967,-35.911198
-90.00476,-90.002304,-42.78624,41.98897,-18.021866,-93.301605,-1.5447189
-90.00337,-90.00547,-45.740356,42.48055,-27.13146,-92.13295,34.97573
-89.9991,-90.01373,-47.060547,42.895435,-27.401634,-84.37957,60.07681
-89.99971,-90.01237,-46.076103,44.89762,-28.488611,-85.71614,90.87284
-89.999084,-90.01997,-49.614357,46.371655,-28.107054,-64.149956,-106.97017
-90.006,-90.01085,-47.935215,46.601395,-30.086926,-54.86312,-62.886883
-90.00401,-90.01259,-50.159805,47.392513,-26.565445,-61.274937,-35.49399
-90.00339,-90.011986,-47.52201,47.399124,-27.348774,-61.16541,-0.4722868
-90.00291,-90.01654,-45.734085,45.76414,-30.637573,-64.34177,29.736822
-90.00451,-90.010376,-39.14713,47.495388,-29.044067,-70.68779,63.136185
-90.00186,-90.01305,-33.26601,44.379555,-21.710238,-60.994354,90.15091
-90.00053,-90.01338,-35.62898,43.3337,-31.968086,-26.44197,-88.03004
-90.002594,-90.011055,-35.150864,46.16217,-30.52774,-11.252824,-58.488552
-90.00314,-90.005775,-34.65204,47.777287,-28.35573,-22.796808,-19.918436
-90.00294,-90.00504,-33.29115,47.365982,-27.760216,-15.743299,-9.701763
-90.00298,-90.00471,-31.318928,45.6543,-30.038492,-8.669959,-9.044796
-90.0024,-90.00424,-28.714148,42.89604,-31.35907,-11.190615,20.362421
-90.00314,-90.00474,-30.919699,41.900043,-32.81372,-14.508762,92.986435
-90.00198,-90.00391,-27.721745,43.781887,-29.923512,1.5312834,-12.677549
-90.00291,-90.00575,-30.82766,47.670204,-28.19429,1.4463869,-12.750832
-90.00308,-90.005684,-31.703127,48.673557,-28.091318,0.03356335,-14.478061
-90.003044,-90.00578,-31.413435,48.490456,-28.201014,1.2925448,-14.307786
-90.0028,-90.00616,-29.42451,47.421246,-27.51303,4.3387866,-11.3837185
-90.00246,-90.00427,-28.898043,44.710575,-27.952696,0.260087,58.714043
-90.00319,-90.00275,-30.585958,43.169075,-28.732967,-1.1442702,98.55537
-90.00119,-90.004845,-28.162067,42.454826,-30.813608,8.31654,-48.377064
-90.00292,-90.00695,-32.481876,46.09382,-28.874235,-14.970087,-26.092194
-90.00293,-90.00793,-31.653502,45.25365,-31.428276,11.350314,-35.83489
-90.0018,-90.012115,-31.922285,44.292046,-30.498205,25.63493,-6.133895
-90.00007,-90.02044,-35.625248,44.553192,-27.961727,22.54603,33.08303
-90.001976,-90.02301,-34.583447,43.786846,-26.800373,17.55521,61.55172
-90.00245,-90.01599,-27.458538,42.276985,-23.585798,28.837124,91.96103
-90.00353,-90.02104,-35.650146,42.415863,-28.155132,63.506035,-91.825516
-90.00286,-90.009476,-34.852444,42.73816,-27.844715,57.478195,-65.37017
-90.00278,-90.01127,-31.488743,43.4336,-26.15128,59.518364,-29.293169
-90.0032,-90.00995,-32.6997,42.216183,-28.03204,59.627193,6.568596
-90.00276,-90.00651,-29.8438,41.71682,-24.947212,54.3781,36.144455
-90.00233,-90.012024,-26.152548,44.944366,-22.265863,63.957966,67.14872
-90.00101,-90.014786,-27.758606,46.80593,-21.136454,59.193672,90.83841
-89.99906,-90.01773,-23.819893,46.404026,-20.144432,89.011986,-93.72465
-90.00231,-90.01476,-33.56202,45.237247,-20.895426,50.437687,-70.12521
-90.002235,-89.99927,-30.540218,45.74302,-22.18481,83.368576,-18.471653
-90.0019,-89.989136,-30.540562,46.766296,-22.529509,86.34638,9.205373
-90.0014,-89.99055,-31.344883,46.220562,-20.96523,81.66877,34.429924
-90.000885,-90.003456,-32.408638,49.877068,-21.752134,87.830124,66.787384
-90.00121,-90.00229,-34.918724,51.048294,-23.897898,84.83269,101.969444
-90.00324,-90.013885,-31.499474,53.585022,8.734188,-101.73771,-96.16648
-90.00248,-90.01606,-31.745638,49.991547,-0.36330613,-103.80333,-66.224464
-90.00812,-89.984535,-38.0798,44.85704,-13.011253,-88.15376,-30.16339
-90.00551,-89.999756,-35.5168,43.13281,-11.403883,-92.82848,4.2699547
-90.004456,-90.00405,-33.924885,43.571392,-13.299277,-97.31302,34.468655
-89.999886,-90.00953,-33.098465,42.45653,-15.871764,-85.99943,62.96969
-90.00121,-90.00654,-27.523129,43.89643,-12.489815,-86.278046,88.935875
-90.00019,-90.015274,-34.705547,45.606503,-17.55904,-63.36085,-91.9217
-90.005264,-90.01069,-28.738613,45.3383,-8.648119,-55.24219,-64.96799
-90.00468,-90.00607,-30.345657,46.708042,-5.7151136,-62.36329,-34.818398
-90.00422,-90.00413,-27.591673,47.024086,-4.472342,-64.29433,-1.9486481
-90.00422,-90.00741,-26.210793,46.297096,-7.829493,-68.08303,28.059364
-90.003555,-90.014336,-24.06403,47.614773,-4.066046,-64.62969,62.292847
-90.00202,-90.01128,-21.660526,44.06996,-8.497499,-63.513187,90.49133
-90.00092,-90.016426,-21.019575,44.34114,-7.1606317,-29.052916,-95.861496
-90.00239,-90.00728,-24.978352,47.347775,-6.630937,-33.21587,-49.66292
-90.00202,-90.00461,-27.662321,47.45534,-7.706237,-27.966642,-15.191408
-90.00177,-90.00699,-27.308455,47.02217,-8.901993,-19.70435,-10.691676
-90.00193,-90.00599,-24.141357,46.265205,-9.039581,-13.741441,-9.282766
-90.00168,-90.0038,-17.493813,43.91348,-11.7359085,-2.6464052,-25.878235
-90.00279,-90.00657,-18.081488,46.12114,-9.663627,-23.134949,95.89881
-90.00191,-90.00638,-20.837025,45.890755,-9.249937,-4.3914022,-7.619773
-90.00115,-90.01304,-26.505075,46.24219,-7.825239,-2.2851534,-12.696496
-90.000626,-90.01734,-30.263695,47.234417,-6.2934723,-1.59968,-15.285306
-90.00063,-90.01718,-29.44368,46.981186,-6.076351,-0.93284553,-14.835268
-90.00117,-90.01287,-25.283175,46.058723,-7.5889153,-0.21648273,-12.36342
-90.00166,-90.00564,-17.814293,45.679058,-8.212606,2.5705996,-9.647085
-90.00245,-90.00454,-18.15718,46.42502,-7.671215,-11.011601,101.26063
-90.00142,-90.00661,-21.905476,45.49731,-7.125224,-9.185526,-15.282572
-90.00094,-90.00787,-26.482986,46.99514,-3.2413025,-18.250378,-21.305916
-90.00064,-90.01055,-24.255129,46.26501,-2.8514438,26.442656,-28.240374
-89.99988,-90.01218,-21.457644,44.664574,-2.677382,21.395926,-0.6437578
-89.999344,-90.02129,-21.997166,44.575478,-6.6775084,21.201178,30.990767
-90.0014,-90.02485,-21.457008,44.467747,-3.4658408,23.40478,56.92535
-90.00258,-90.01352,-14.489762,43.210564,-5.754927,29.21812,92.77528
-90.00199,-90.02301,-18.799015,42.110336,-8.451091,59.668644,-96.96704
-90.003944,-90.00604,-15.274069,44.38557,-8.366396,63.186607,-60.932983
-90.004196,-90.006226,-14.541095,45.141495,-10.890425,59.46592,-25.14623
-90.00388,-90.01126,-14.803387,43.894054,-11.091331,62.084023,8.276201
-90.00343,-90.00755,-15.530785,42.461075,-12.5213785,54.77237,35.144936
-90.00234,-90.00967,-16.999393,44.44948,-13.069299,63.971798,66.32081
-90.0012,-90.01477,-16.994986,48.746082,-11.286554,63.738945,99.77897
-89.99865,-90.01793,-13.012776,47.46649,-8.223683,94.06689,-95.91798
-90.00119,-90.00836,-16.549166,45.738743,-10.150433,80.32276,-66.90701
-90.00277,-89.99791,-13.81957,45.214794,-5.2109303,83.79797,-24.293116
-90.00272,-89.98804,-16.166248,45.440117,-7.24473,87.700554,1.1281773
-90.00208,-89.9894,-14.42486,46.221237,-3.1378596,82.99666,36.558533
-90.00077,-90.003746,-19.110065,49.678257,-8.018154,89.40526,66.52148
-90.0015,-89.99945,-21.070002,49.960236,-9.516209,86.63472,99.30834
-90.00373,-90.01203,-21.893787,53.02911,14.219187,-102.20654,-98.364555
-90.00279,-90.01439,-20.282288,49.294125,7.861974,-104.45927,-64.78447
-90.00821,-89.98056,-11.96282,44.125343,7.024237,-93.12469,-27.756145
-90.006096,-89.99921,-9.808139,43.836166,10.13822,-94.63224,5.6684136
-90.00486,-90.00648,-9.3801155,42.61403,11.146219,-101.564476,36.33942
-90.000084,-90.007675,-9.163424,42.522568,6.0240517,-93.10227,63.223225
-90.001686,-90.00421,-10.122742,45.882313,1.4809839,-93.550865,94.22812
-90.001686,-90.01081,-13.710016,42.948994,1.7676643,-58.825474,-87.376656
-90.0032,-90.00931,-12.524064,43.615425,16.87662,-57.54005,-66.388145
-90.00152,-90.012985,-14.803535,43.425465,19.097506,-61.86205,-35.63065
-90.001305,-90.01119,-15.167281,44.095436,17.848633,-61.952957,-2.5245512
-90.00086,-90.00931,-14.996723,43.625908,14.09921,-61.59358,24.00558
-90.00259,-90.00523,-13.318369,45.751,14.420236,-62.202652,54.391857
-90.00079,-90.0109,-16.295887,43.50345,12.335672,-61.000504,97.19517
-89.99839,-90.016396,-10.889787,45.601997,14.519347,-22.488304,-103.18814
-89.99808,-90.01941,-18.203428,45.777557,19.184193,-37.186096,-47.13079
-90.00004,-90.01233,-17.295185,47.352894,14.652913,-35.227596,-17.28358
-89.99965,-90.01679,-18.385323,47.485428,14.787647,-31.351503,-7.952944
-89.99916,-90.01062,-16.606726,47.417404,14.11773,-35.041378,35.89786
-89.998985,-90.0021,-9.844143,44.750584,15.840009,-9.136265,-22.062021
-90.00037,-90.01213,-15.708114,48.2144,11.570571,-21.160334,100.339745
-89.99837,-90.000336,-9.951387,46.300056,18.691673,12.454783,-92.41027
-89.99881,-90.01838,-14.881621,47.717697,13.917878,4.89461,-71.26408
-89.99857,-90.015366,-14.5649185,47.547325,14.561145,-0.25209668,-17.27457
-89.998634,-90.01534,-14.653207,47.389534,14.550303,-0.3812407,-17.098827
-89.99785,-90.01867,-17.711813,49.576668,13.483265,-7.684133,32.15331
-89.999855,-90.00352,-10.002149,45.44374,16.38631,2.0911696,42.842884
-90.00003,-90.01049,-14.4868145,48.604607,11.421884,-6.333487,103.11113
-89.99789,-90.00749,-12.665261,48.820744,16.108038,33.991505,-106.42424
-89.99965,-90.00992,-11.620038,46.213757,11.9122095,23.304161,-64.82723
-90.0011,-90.00484,-10.875601,47.75832,12.146472,26.014904,-29.972664
-90.00142,-90.004715,-10.823609,47.202442,13.454487,32.921135,-10.949726
-90.00108,-90.01189,-11.231896,46.249413,12.932569,28.803715,26.062601
-90.00123,-90.02007,-11.930153,44.99363,12.816515,11.520418,64.013145
-90.003586,-90.003815,-12.928054,43.39615,8.600515,24.112978,97.12031
-89.99967,-90.03187,-12.26755,41.428204,17.67133,61.283707,-102.39401
-90.00218,-90.009285,-14.325283,41.95521,15.6083355,56.471313,-64.76874
-90.00177,-90.01056,-13.401933,43.684124,13.142126,56.51067,-29.945827
-90.001945,-90.0162,-10.47512,43.306675,13.584771,59.13266,6.1090364
-90.00297,-90.01638,-10.054913,42.268257,12.087951,57.034054,32.660248
-90.00279,-90.01177,-1.1263907,40.64173,1.9531082,64.266556,65.12868
-90.00149,-90.01753,-1.8728831,45.68647,5.314856,62.6545,96.33307
-89.99863,-90.01899,0.2578847,44.4283,9.263914,91.739296,-93.836975
-90.00119,-90.01058,-1.1002715,43.942276,7.195546,83.65612,-62.209892
-90.004,-90.00236,-2.131533,44.53631,7.0674367,79.57136,-25.956835
-90.004326,-89.98988,3.79273,46.26018,12.47967,87.62328,1.6314102
-90.00304,-89.99697,1.4439285,46.48075,13.555672,87.227516,37.197815
-90.001816,-90.00222,-2.879824,48.961426,10.29383,87.37494,68.13097
-90.00238,-89.999374,-5.1741815,49.836525,8.882795,85.72285,99.323944
-90.004166,-90.01094,-5.0242896,53.69394,20.845387,-97.404495,-97.62361
-90.003044,-90.015366,3.398527,48.922474,17.585642,-104.60028,-60.083473
-90.00959,-89.9767,10.935013,44.064068,6.0106936,-91.7811,-28.225576
-90.007835,-89.980225,11.609833,41.69746,8.697885,-91.65108,3.8873959
-90.00622,-89.99318,14.541714,42.342354,11.21917,-95.103546,38.162407
-90.00271,-90.00511,15.313627,45.02427,4.816504,-93.71933,62.63703
-90.0029,-89.995605,16.02655,45.085354,3.8239267,-98.99596,94.678734
-90.00295,-90.01452,10.418497,45.849964,1.2984629,-53.916626,-112.277374
-90.005936,-90.01144,8.016336,44.436058,15.965114,-63.02907,-60.69027
-90.0059,-90.01591,11.697506,46.085476,15.29765,-55.012985,-33.614468
-90.00592,-90.01632,12.144785,47.05473,14.251948,-60.447994,-0.14418446
-90.006256,-90.012955,13.253923,45.945854,15.353252,-62.06384,36.059315
-90.00298,-90.00989,12.534937,45.34546,13.191748,-64.11546,67.26435
-90.00326,-90.011696,14.937073,42.683414,12.746202,-60.26455,92.99953
-90.00122,-90.01328,14.410013,46.600063,16.558643,-37.074574,-91.377686
-90.00215,-90.01489,11.291998,47.30001,18.621967,-42.385387,-57.790024
-90.00164,-90.013725,12.872482,47.221638,17.010586,-34.186226,-28.37
-90.00094,-90.0096,15.862278,45.269863,15.453671,-29.478992,2.77519
-90.002945,-90.00202,13.464115,45.436398,14.366115,-23.604635,8.012648
-90.002754,-90.009056,15.656784,42.269283,17.005083,-27.230474,77.33091
-90.005424,-90.008575,16.993387,42.770275,9.647253,-28.222017,95.07036
-90.003334,-90.00333,14.870695,41.544464,16.385109,1.5509057,4.4657435
-90.00413,-89.998726,13.670366,45.749825,18.435953,-0.5928481,-8.866074
-90.0038,-89.99887,13.017286,45.611195,17.77893,1.89014,-13.708018
-90.004005,-89.99858,13.255661,45.798206,18.046648,1.8920934,-11.440281
-90.00486,-89.99704,14.115578,46.104492,18.676014,-1.240169,-2.0969546
-90.00459,-90.00422,16.215532,40.446087,19.26787,1.6281213,64.375404
-90.00609,-90.0061,16.689852,41.609497,10.077227,-5.144629,92.749306
-90.00101,-90.00246,14.551201,45.063488,19.65878,23.13349,-77.38546
-90.00269,-90.00553,12.51457,44.7841,11.020487,14.804615,-56.544777
-90.00318,-90.004456,15.73156,44.99853,17.090254,29.881111,-24.258354
-90.00291,-90.00681,16.05339,45.983192,18.769148,37.34355,-0.5814376
-90.00181,-90.01389,14.3702965,45.29418,16.8363,31.674213,27.600674
-90.00124,-90.02314,7.2511153,43.246723,13.666494,28.89498,62.811455
-90.00214,-90.011086,10.685284,41.781998,14.313223,25.947979,96.60173
-90.00112,-90.03224,6.227016,44.428204,13.858493,64.60166,-100.533035
-90.00067,-90.0215,12.099384,43.974236,14.005065,61.726894,-60.213573
-90.00079,-90.022446,15.999685,44.04077,17.090189,65.22078,-32.549202
-90.00123,-90.019226,13.811176,43.370197,18.083145,56.519047,3.2570355
-90.00266,-90.014244,11.50564,42.992043,16.747015,56.725433,33.47674
-90.00346,-90.00941,11.008636,41.391113,16.348366,65.42252,68.28313
-90.00279,-90.01718,8.865358,45.12594,16.684029,62.5456,95.26845
-89.9984,-90.01826,11.050974,44.327374,19.538597,97.59746,-97.07624
-90.00072,-90.01127,6.4947753,45.9071,12.050478,80.97132,-68.51302
-90.0036,-90.000824,9.595039,43.878586,18.35728,85.645424,-26.879143
-90.004166,-89.987656,12.972837,46.008335,23.104765,89.04419,6.6284804
-90.004005,-89.989265,10.88361,47.878,23.949955,89.49741,34.8459
-90.002625,-90.00269,10.766537,49.15891,24.027338,86.94708,70.5409
-90.004974,-89.99739,11.513672,49.804672,25.473646,94.15439,97.87589
-90.00631,-89.970024,-14.951712,-106.847374,-97.48601,-101.55192,-96.63375
-90.00504,-89.9996,-17.56948,-94.77695,-117.51827,-96.903244,-72.2466
-90.00155,-89.99346,-37.34979,-43.89471,-66.59411,-33.673435,-42.39875
-90.00015,-90.00336,-29.863758,-53.745716,-56.756145,-107.24003,-11.0518055
-89.998566,-90.017296,-16.006102,-71.71401,-86.916695,-99.02843,43.980053
-90.00202,-90.01361,-40.85041,-65.71046,-89.7894,-94.58095,76.38039
-90.00654,-89.973145,-38.80054,-67.416626,-95.85255,-82.771866,105.92595
-90.00584,-89.97293,-40.73086,-75.90448,-93.36209,-91.14439,-3.577698
-90.003456,-89.98232,-34.204494,-74.5574,-57.105167,-50.35811,-52.251587
-90.0026,-89.98727,-36.813843,-67.98563,-29.58561,-18.151901,-29.164663
-90.00425,-89.98432,-36.81814,-66.09949,-18.73792,-21.11849,13.616682
-90.00392,-89.982735,-38.14129,-69.34975,-32.59668,-29.53688,44.410492
-90.00244,-89.98266,-34.38192,-70.313034,-59.912914,-38.46908,66.274345
-90.001915,-89.974785,-32.06905,-80.25557,-85.73716,-48.152996,55.497993
-90.00258,-89.97852,-31.62727,-80.628296,-92.941956,-51.10662,38.526253
-90.00287,-89.98073,-31.04651,-82.208694,-95.293495,-51.33044,27.124828
-90.0026,-89.98195,-30.849556,-84.09363,-95.21183,-48.221485,23.398365
-90.001854,-89.983665,-31.305502,-85.06695,-92.030365,-39.926853,25.690117
-90.00112,-89.987404,-31.413013,-87.2795,-89.75308,-30.106817,29.088099
-90.00072,-89.99273,-31.869076,-89.76582,-87.83451,-15.800022,31.733513
-90.00052,-89.997375,-31.79507,-90.39776,-88.44917,-10.883976,32.509224
-90.00073,-89.995865,-30.77951,-90.1607,-86.304756,-12.489704,28.373014
-90.00073,-89.99582,-29.92705,-89.90811,-85.33893,-13.592935,25.23333
-90.00074,-89.99658,-29.607456,-89.75282,-84.38728,-13.457347,23.50783
-90.00074,-89.99781,-29.180964,-90.01388,-84.195595,-12.630812,23.122795
-90.00068,-89.99967,-29.368795,-90.34625,-85.006516,-11.537163,23.970734
-90.00054,-89.99999,-28.903257,-91.30641,-89.84167,-11.398025,23.426563
-90.00811,-89.995255,-44.266388,-104.32394,-103.315285,-32.559753,106.20329
-90.00006,-89.99695,-27.957323,-92.50435,-95.36067,-10.059567,12.407526
-89.99968,-89.99709,-28.360052,-92.82189,-96.98158,-6.2640696,3.8875084
-89.99918,-89.99782,-29.19205,-92.75061,-98.46067,-1.3275054,-1.6477814
-89.99885,-89.99854,-30.1379,-92.13833,-98.87305,3.3217995,-3.9776328
-89.99847,-89.9989,-31.023708,-91.91988,-99.87585,8.653338,-4.8262362
-89.99801,-89.998566,-32.07716,-91.90244,-102.28353,14.781218,-4.1936526
-90.00322,-90.010544,-40.781742,-99.80904,-97.05985,-13.944269,78.64625
-89.998055,-90.00184,-33.804478,-88.51946,-97.36112,20.381313,-3.8254752
